No.	Accession	Taxon name
4995	GCA_003795105.1	Tetragenococcus halophilus subsp. flandriensis
4996	GCA_003795125.1	Tetragenococcus osmophilus
4997	GCA_003795145.1	Tetragenococcus koreensis
4998	GCA_003795365.1	Neisseria animalis
4999	GCA_003797185.1	Gordonia oryzae
5000	GCA_003797845.1	Shewanella frigidimarina
5001	GCA_003797885.1	Shewanella vesiculosa
5002	GCA_003814695.1	Myceligenerans xiligouense
5003	GCA_003814885.1	Kitasatospora niigatensis
5004	GCA_003815775.1	Chryseobacterium joostei
5005	GCA_003815915.1	Chryseobacterium indoltheticum
5006	GCA_003850045.1	Aeromicrobium camelliae
5007	GCA_003851125.1	Sulfuriferula multivorans
5008	GCA_003851835.1	Pseudomonas chlororaphis subsp. aurantiaca
5009	GCA_003855155.1	Shewanella psychromarinicola
5010	GCA_003858635.1	Larkinella rosea
5011	GCA_003865135.1	Streptomyces chrestomyceticus
5012	GCA_003865155.1	Streptomyces paromomycinus
5013	GCA_003867075.1	Tenacibaculum mesophilum
5014	GCA_003931855.1	Paenibacillus lentus
5015	GCA_003931915.1	Saccharopolyspora rhizosphaerae
5016	GCA_003937805.1	Vibrio pectenicida
5017	GCA_003937825.1	Bacillus subterraneus
5018	GCA_003938655.1	Rhizobium pisi
5019	GCA_003939025.1	Rhizobium sophoriradicis
5020	GCA_003944715.1	Hymenobacter rigui
5021	GCA_003944765.1	Hymenobacter perfusus
5022	GCA_003945765.1	Pseudomonas chlororaphis subsp. chlororaphis
5023	GCA_003946165.1	Lactobacillus baoqingensis
5024	GCA_003950295.1	Lactobacillus iwatensis
5025	GCA_003950315.1	Vagococcus bubulae
5026	GCA_003950325.1	Vagococcus humatus
5027	GCA_003950515.1	Vagococcus vulneris
5028	GCA_003952265.1	Flaviflexus salsibiostraticola
5029	GCA_003970915.1	Hymenobacter gummosus
5030	GCA_003985125.1	Rhizobium phaseoli
5031	GCA_003985135.1	Rhizobium fabae
5032	GCA_003985145.1	Rhizobium anhuiense
5033	GCA_003985155.1	Rhizobium vallis
5034	GCA_003986935.1	Paraburkholderia kururiensis
5035	GCA_003986955.1	Aliidiomarina sedimenti
5036	GCA_003986975.1	Aliidiomarina soli
5037	GCA_003987015.1	Aliidiomarina taiwanensis
5038	GCA_003987025.1	Idiomarina fontislapidosi
5039	GCA_003987045.1	Pseudidiomarina marina
5040	GCA_003987065.1	Pseudidiomarina insulisalsae
5041	GCA_003987095.1	Idiomarina piscisalsi
5042	GCA_003987105.1	Pseudidiomarina salinarum
5043	GCA_003987135.1	Aliidiomarina iranensis
5044	GCA_003987145.1	Aliidiomarina minuta
5045	GCA_003987175.1	Aliidiomarina sanyensis
5046	GCA_003987185.1	Idiomarina aquatica
5047	GCA_003987215.1	Pseudidiomarina halophila
5048	GCA_003987225.1	Pseudidiomarina homiensis
5049	GCA_003987255.1	Idiomarina ramblicola
5050	GCA_003987265.1	Pseudidiomarina sediminum
5051	GCA_003987275.1	Idiomarina seosinensis
5052	GCA_003987315.1	Aliidiomarina haloalkalitolerans
5053	GCA_003987335.1	Aliidiomarina maris
5054	GCA_003987355.1	Pseudidiomarina aestuarii
5055	GCA_003987395.1	Pseudidiomarina aquimaris
5056	GCA_003987405.1	Pseudidiomarina donghaiensis
5057	GCA_003987425.1	Pseudidiomarina planktonica
5058	GCA_003987435.1	Pseudidiomarina taiwanensis
5059	GCA_003987495.1	Vagococcus salmoninarum
5060	GCA_003987555.1	Vagococcus lutrae
5061	GCA_003987565.1	Vagococcus fessus
5062	GCA_003987575.1	Vagococcus fluvialis
5063	GCA_003987595.1	Vagococcus entomophilus
5064	GCA_003987645.1	Vagococcus elongatus
5065	GCA_003989135.1	Bacillus cavernae
5066	GCA_003989795.1	Halomonas andesensis
5067	GCA_003990045.1	Labedella endophytica
5068	GCA_003990185.1	Halomonas nanhaiensis
5069	GCA_003990875.1	Rhodococcus erythropolis
5070	GCA_003991875.1	Microbacterium lemovicicum
5071	GCA_003992065.1	Veillonella seminalis
5072	GCA_003992115.1	Veillonella ratti
5073	GCA_003992615.1	Muricauda beolgyonensis
5074	GCA_003992625.1	Pelagibacterium lentulum
5075	GCA_003994465.1	Paenibacillus zeisoli
5076	GCA_003994475.1	Paenibacillus anaericanus
5077	GCA_004000745.1	Paenibacillus barengoltzii
5078	GCA_004000785.1	Paenibacillus ehimensis
5079	GCA_004000805.1	Paenibacillus glycanilyticus
5080	GCA_004000825.1	Paenibacillus kobensis
5081	GCA_004000845.1	Paenibacillus koleovorans
5082	GCA_004000865.1	Paenibacillus elgii
5083	GCA_004000905.1	Paenibacillus humicus
5084	GCA_004000925.1	Paenibacillus illinoisensis
5085	GCA_004000945.1	Paenibacillus lautus
5086	GCA_004000985.1	Paenibacillus validus
5087	GCA_004001025.1	Paenibacillus amylolyticus
5088	GCA_004001045.1	Paenibacillus chibensis
5089	GCA_004005865.1	Sphingomonas crocodyli
5090	GCA_004006635.1	Fusobacterium necrophorum subsp. necrophorum
5091	GCA_004011095.1	Rathayibacter rathayi
5092	GCA_004011115.1	Rathayibacter iranicus
5093	GCA_004011135.1	Rathayibacter festucae
5094	GCA_004011865.1	Rhodococcus agglutinans
5095	GCA_004014795.1	Mycolicibacterium brumae
5096	GCA_004014805.1	Mycolicibacterium elephantis
5097	GCA_004022265.1	Sinirhodobacter ferrireducens
5098	GCA_004023405.1	Pseudarcobacter venerupis
5099	GCA_004023465.1	Pseudarcobacter suis
5100	GCA_004028095.1	Paenarthrobacter ureafaciens
5101	GCA_004028235.1	Leucobacter muris
5102	GCA_004028635.1	Streptomyces cyaneus
5103	GCA_004101845.1	Lactobacillus curvatus
5104	GCA_004104015.1	Actinomyces oricola
5105	GCA_004104075.1	Leeuwenhoekiella polynyae
5106	GCA_004114895.1	Corynebacterium pelargi
5107	GCA_004114915.1	Bradyrhizobium guangxiense
5108	GCA_004114975.1	Bradyrhizobium guangdongense
5109	GCA_004115795.1	Pseudarcobacter aquimarinus
5110	GCA_004115805.1	Pseudarcobacter cloacae
5111	GCA_004115815.1	Pseudarcobacter ellisii
5112	GCA_004115975.1	Gelidibacter gilvus
5113	GCA_004116555.1	Malaciobacter mytili
5114	GCA_004116565.1	Halarcobacter ebronensis
5115	GCA_004116585.1	Arcobacter trophiarum
5116	GCA_004116675.1	Halarcobacter bivalviorum
5117	GCA_004117915.1	Lactobacillus metriopterae
5118	GCA_004121315.1	Oerskovia turbata
5119	GCA_004122165.1	Flavobacterium amnicola
5120	GCA_004122735.1	Streptomyces sioyaensis
5121	GCA_004124235.1	Yersinia hibernica
5122	GCA_004125245.1	Streptomyces lydicus
5123	GCA_004127445.1	Streptomyces alfalfae
5124	GCA_004134805.1	Agromyces atrinae
5125	GCA_004134825.1	Agromyces albus
5126	GCA_004134865.1	Agromyces fucosus
5127	GCA_004134905.1	Aeromicrobium ginsengisoli
5128	GCA_004135055.1	Agromyces binzhouensis
5129	GCA_004135605.1	Sphingomonas desiccabilis
5130	GCA_004136555.1	Kocuria carniphila
5131	GCA_004136565.1	Rothia kristinae
5132	GCA_004136575.1	Rothia koreensis
5133	GCA_004136635.1	Rothia halotolerans
5134	GCA_004137235.1	Nocardioides ganghwensis
5135	GCA_004137245.1	Nocardioides glacieisoli
5136	GCA_004137255.1	Nocardioides oleivorans
5137	GCA_004138525.1	Haloactinopolyspora alba
5138	GCA_004152845.1	Sphingobium fuliginis
5139	GCA_004153445.1	Pusillimonas soli
5140	GCA_004153455.1	Pusillimonas ginsengisoli
5141	GCA_004154955.1	Intestinimonas butyriciproducens
5142	GCA_004168035.1	Nocardioides iriomotensis
5143	GCA_004195735.1	Streptomyces albidoflavus
5144	GCA_004208635.1	Leucobacter triazinivorans
5145	GCA_004209755.1	Massilia lutea
5146	GCA_004214815.1	Arcobacter thereius
5147	GCA_004216535.1	Xylanibacterium ulmi
5148	GCA_004216555.1	Herbihabitans rhizosphaerae
5149	GCA_004216665.1	Agromyces ramosus
5150	GCA_004216855.1	Microcella alkaliphila
5151	GCA_004217135.1	Micromonospora violae
5152	GCA_004217175.1	Leucobacter luti
5153	GCA_004217185.1	Pseudonocardia sediminis
5154	GCA_004217495.1	Microterricola gilva
5155	GCA_004217545.1	Krasilnikovia cinnamomea
5156	GCA_004217565.1	Zhihengliuella halotolerans
5157	GCA_004217615.1	Micromonospora kangleipakensis
5158	GCA_004283175.1	Legionella longbeachae
5159	GCA_004310665.1	Pedobacter kyonggii
5160	GCA_004310685.1	Glaciihabitans arcticus
5161	GCA_004322705.1	Dyella terrae
5162	GCA_004322755.1	Massilia albidiflava
5163	GCA_004324755.1	Propioniciclava sinopodophylli
5164	GCA_004324765.1	Propioniciclava tarda
5165	GCA_004328625.1	Streptomyces seoulensis
5166	GCA_004331345.1	Kribbella soli
5167	GCA_004331435.1	Kribbella sindirgiensis
5168	GCA_004331455.1	Jishengella zingiberis
5169	GCA_004331465.1	Kribbella pittospori
5170	GCA_004345645.1	Actinocrispum wychmicini
5171	GCA_004345735.1	Rhodovulum adriaticum
5172	GCA_004345825.1	Tenacibaculum skagerrakense
5173	GCA_004348335.1	Actinomadura bangladeshensis
5174	GCA_004348415.1	Streptomyces hainanensis
5175	GCA_004348455.1	Kribbella albertanoniae
5176	GCA_004352825.1	Luteimonas arsenica
5177	GCA_004352845.1	Luteimonas terricola
5178	GCA_004354645.1	Leuconostoc fallax
5179	GCA_004354745.1	Lactobacillus buchneri
5180	GCA_004354755.1	Lactobacillus pasteurii
5181	GCA_004354905.1	Mycobacterium eburneum
5182	GCA_004355025.1	Mycobacteroides franklinii
5183	GCA_004355245.1	Mycobacterium chelonae subsp. chelonae
5184	GCA_004357985.1	Luteimonas aestuarii
5185	GCA_004359505.1	Macrococcus hajekii
5186	GCA_004359515.1	Macrococcus carouselicus
5187	GCA_004359545.1	Macrococcus lamae
5188	GCA_004359575.1	Macrococcus bovicus
5189	GCA_004359615.1	Macrococcus brunensis
5190	GCA_004361965.1	Pseudonocardia autotrophica
5191	GCA_004362145.1	Marinomonas balearica
5192	GCA_004362245.1	Pedobacter duraquae
5193	GCA_004362375.1	Ponticoccus gilvus
5194	GCA_004362515.1	Actinokineospora alba
5195	GCA_004362665.1	Flavobacterium dankookense
5196	GCA_004362825.1	Labedaea rhizosphaerae
5197	GCA_004363095.1	Actinomycetospora succinea
5198	GCA_004363245.1	Sphingobacterium yanglingense
5199	GCA_004363695.1	Flavobacterium cheniae
5200	GCA_004364175.1	Maribacter caenipelagi
5201	GCA_004364325.1	Actinophytocola oryzae
5202	GCA_004364445.1	Halomonas alkaliantarctica
5203	GCA_004364585.1	Nesterenkonia aurantiaca
5204	GCA_004365915.1	Cryobacterium psychrophilum
5205	GCA_004366595.1	Paraburkholderia rhizosphaerae
5206	GCA_004366635.1	Rhodobaca bogoriensis
5207	GCA_004368965.1	Leptospira meyeri
5208	GCA_004369205.1	Pelotomaculum schinkii
5209	GCA_004402405.1	Cryobacterium levicorallinum
5210	GCA_004564325.1	Cryobacterium psychrotolerans
5211	GCA_004570845.1	Leifsonia flava
5212	GCA_004571195.1	Legionella geestiana
5213	GCA_004634215.1	Deinococcus fonticola
5214	GCA_004745865.1	Hymenobacter wooponensis
5215	GCA_004745955.1	Hymenobacter elongatus
5216	GCA_004785935.1	Streptococcus rubneri
5217	GCA_004792695.1	Sphingomonas naasensis
5218	GCA_900002575.1	Romboutsia hominis
5219	GCA_900005615.1	Paracoccus aminovorans
5220	GCA_900007165.2	Paraburkholderia piptadeniae
5221	GCA_900015005.1	Lactobacillus oligofermentans
5222	GCA_900015215.1	Romboutsia ilealis
5223	GCA_900018785.1	Xanthomonas massiliensis
5224	GCA_900021165.1	Paenibacillus phocaensis
5225	GCA_900044055.2	Caballeronia calidae
5226	GCA_900046455.1	Cellulomonas timonensis
5227	GCA_900046475.1	Collinsella ihuae
5228	GCA_900049755.1	Corynebacterium provencense
5229	GCA_900055185.1	Grimontia celer
5230	GCA_900059565.1	Murdochiella massiliensis
5231	GCA_900060185.1	Grimontia marina
5232	GCA_900063025.1	Campylobacter geochelonis
5233	GCA_900067235.1	Trichococcus ilyis
5234	GCA_900067705.1	Nocardioides massiliensis
5235	GCA_900070355.1	Devriesea agamarum
5236	GCA_900074915.1	Pseudomonas cerasi
5237	GCA_900078305.2	Corynebacterium bouchesdurhonense
5238	GCA_900078315.1	Bordetella ansorpii
5239	GCA_900078395.1	Anaerotruncus rubiinfantis
5240	GCA_900078545.1	Olegusella massiliensis
5241	GCA_900078665.2	Mycolicibacterium houstonense
5242	GCA_900078675.2	Mycobacterium interjectum
5243	GCA_900078685.2	Mycobacterium icosiumassiliensis
5244	GCA_900079995.1	Citrobacter europaeus
5245	GCA_900087015.1	Christensenella timonensis
5246	GCA_900088125.1	Peptoniphilus pacaensis
5247	GCA_900088415.1	Vibrio mediterranei
5248	GCA_900089585.1	Micromonospora sediminicola
5249	GCA_900089595.1	Micromonospora auratinigra
5250	GCA_900089605.1	Micromonospora narathiwatensis
5251	GCA_900089755.1	Marinomonas aquimarina
5252	GCA_900089765.1	Vibrio toranzoniae
5253	GCA_900089775.1	Marinomonas spartinae
5254	GCA_900089835.1	Vibrio thalassae
5255	GCA_900089855.1	Vibrio atlanticus
5256	GCA_900089965.1	Vibrio celticus
5257	GCA_900090225.1	Micromonospora eburnea
5258	GCA_900090235.1	Micromonospora echinaurantiaca
5259	GCA_900090265.1	Micromonospora rifamycinica
5260	GCA_900090275.1	Micromonospora zamorensis
5261	GCA_900090285.1	Micromonospora inositola
5262	GCA_900090295.1	Micromonospora coxensis
5263	GCA_900090305.1	Micromonospora siamensis
5264	GCA_900090315.1	Micromonospora citrea
5265	GCA_900090325.1	Micromonospora pallida
5266	GCA_900091415.1	Micromonospora inyonensis
5267	GCA_900091425.1	Micromonospora krabiensis
5268	GCA_900091445.1	Micromonospora echinofusca
5269	GCA_900091455.1	Micromonospora coriariae
5270	GCA_900091465.1	Micromonospora rhizosphaerae
5271	GCA_900091475.1	Micromonospora chersina
5272	GCA_900091495.1	Micromonospora echinospora
5273	GCA_900091505.1	Micromonospora chokoriensis
5274	GCA_900091515.1	Micromonospora purpureochromogenes
5275	GCA_900091535.1	Micromonospora carbonacea
5276	GCA_900091545.1	Micromonospora viridifaciens
5277	GCA_900091585.1	Micromonospora nigra
5278	GCA_900091615.1	Micromonospora yangpuensis
5279	GCA_900091625.1	Micromonospora peucetia
5280	GCA_900091705.1	Clostridium mediterraneense
5281	GCA_900092045.1	Elizabethkingia miricola
5282	GCA_900092135.1	Raineyella antarctica
5283	GCA_900092335.1	Corynebacterium phoceense
5284	GCA_900094325.1	Xanthomonas translucens
5285	GCA_900094555.1	Rhizobium hainanense
5286	GCA_900094975.1	Bacillus enclensis
5287	GCA_900095705.1	Fusobacterium massiliense
5288	GCA_900095825.1	Acidaminococcus massiliensis
5289	GCA_900095835.1	Ihuprevotella massiliensis
5290	GCA_900095845.1	Streptococcus timonensis
5291	GCA_900095855.1	Colibacter massiliensis
5292	GCA_900098745.1	Actinomyces glycerinitolerans
5293	GCA_900099555.1	Peptoniphilus raoultii
5294	GCA_900099615.1	Borreliella japonica
5295	GCA_900099625.1	Lactococcus lactis subsp. lactis
5296	GCA_900099645.1	Pseudomonas peli
5297	GCA_900099655.1	Planomicrobium glaciei
5298	GCA_900099675.1	Myroides phaeus
5299	GCA_900099705.1	Agrococcus jejuensis
5300	GCA_900099725.1	Rhodococcus triatomae
5301	GCA_900099785.1	Pseudomonas panipatensis
5302	GCA_900099895.1	Paenibacillus naphthalenovorans
5303	GCA_900099905.1	Mesorhizobium muleiense
5304	GCA_900099945.1	Pseudomonas delhiensis
5305	GCA_900099975.1	Arthrobacter cupressi
5306	GCA_900099985.1	Thermostaphylospora chromogena
5307	GCA_900100015.1	Vibrio xiamenensis
5308	GCA_900100045.1	Paracoccus denitrificans
5309	GCA_900100165.1	Flavobacterium glycines
5310	GCA_900100305.1	Acidovorax citrulli
5311	GCA_900100315.1	Streptomyces indicus
5312	GCA_900100355.1	Microbulbifer yueqingensis
5313	GCA_900100365.1	Pseudomonas cannabina
5314	GCA_900100495.1	Pseudomonas benzenivorans
5315	GCA_900100535.1	Pseudomonas flavescens
5316	GCA_900100625.1	Flavobacterium saliperosum
5317	GCA_900100695.1	Klenkia brasiliensis
5318	GCA_900100735.1	Paraburkholderia phenazinium
5319	GCA_900100755.1	Halomonas taeanensis
5320	GCA_900100795.1	Pseudomonas abietaniphila
5321	GCA_900100805.1	Arthrobacter crystallopoietes
5322	GCA_900100845.1	Natronincola ferrireducens
5323	GCA_900100885.1	Microbacterium pygmaeum
5324	GCA_900100925.1	Actinopolyspora saharensis
5325	GCA_900101035.1	Pseudomonas libanensis
5326	GCA_900101075.1	Salinicoccus qingdaonensis
5327	GCA_900101085.1	Pseudomonas grimontii
5328	GCA_900101175.1	Stenotrophomonas pavanii
5329	GCA_900101185.1	Pseudomonas gessardii
5330	GCA_900101285.1	Desulfurella multipotens
5331	GCA_900101415.1	Pseudomonas koreensis
5332	GCA_900101465.1	Nocardioides lianchengensis
5333	GCA_900101665.1	Bacillus aryabhattai
5334	GCA_900101755.1	Pseudomonas alcaliphila
5335	GCA_900101785.1	Auraticoccus monumenti
5336	GCA_900101915.1	Psychrobacter pacificensis
5337	GCA_900102025.1	Actinobaculum suis
5338	GCA_900102035.1	Pseudomonas extremaustralis
5339	GCA_900102045.1	Pseudomonas moorei
5340	GCA_900102055.1	Ulvibacter litoralis
5341	GCA_900102165.1	Cellulophaga baltica
5342	GCA_900102295.1	Pseudomonas thivervalensis
5343	GCA_900102315.1	Celeribacter baekdonensis
5344	GCA_900102335.1	Pseudomonas seleniipraecipitans
5345	GCA_900102345.1	Leucobacter chromiiresistens
5346	GCA_900102445.1	Cellulosimicrobium cellulans
5347	GCA_900102505.1	Paracoccus tibetensis
5348	GCA_900102635.1	Pseudomonas chengduensis
5349	GCA_900102665.1	Pseudomonas psychrotolerans
5350	GCA_900102675.1	Pseudomonas guariconensis
5351	GCA_900102745.1	Geodermatophilus telluris
5352	GCA_900102915.1	Salinimicrobium catena
5353	GCA_900102945.1	Halomonas muralis
5354	GCA_900103055.1	Bifidobacterium longum subsp. suis
5355	GCA_900103085.1	Gilliamella mensalis
5356	GCA_900103175.1	Tsukamurella pulmonis
5357	GCA_900103225.1	Pseudomonas congelans
5358	GCA_900103245.1	Pseudomonas brassicacearum subsp. brassicacearum
5359	GCA_900103255.1	Gilliamella bombi
5360	GCA_900103345.1	Pseudomonas azotoformans
5361	GCA_900103485.1	Fictibacillus solisalsi
5362	GCA_900103535.1	Megasphaera paucivorans
5363	GCA_900103625.1	Corynebacterium mycetoides
5364	GCA_900103655.1	Lactobacillus kefiranofaciens subsp. kefiranofaciens
5365	GCA_900103665.1	Pedobacter steynii
5366	GCA_900103695.1	Sediminibacillus halophilus
5367	GCA_900103705.1	Pseudomonas lundensis
5368	GCA_900103775.1	Allokutzneria albata
5369	GCA_900103785.1	Geodermatophilus siccatus
5370	GCA_900103795.1	Pseudomonas antarctica
5371	GCA_900103845.1	Pseudomonas jinjuensis
5372	GCA_900103875.1	Pseudomonas arsenicoxydans
5373	GCA_900103885.1	Actinomyces ruminicola
5374	GCA_900103965.1	Pseudomonas poae
5375	GCA_900103975.1	Klenkia soli
5376	GCA_900103985.1	Streptomyces guanduensis
5377	GCA_900104015.1	Pseudomonas cichorii
5378	GCA_900104125.1	Pseudomonas reinekei
5379	GCA_900104265.1	Pseudomonas guguanensis
5380	GCA_900104365.1	Pseudomonas extremorientalis
5381	GCA_900104525.1	Pedococcus dokdonensis
5382	GCA_900104585.1	Bacteroides ihuae
5383	GCA_900104595.1	Enterococcus timonensis
5384	GCA_900104645.1	Alterileibacterium massiliense
5385	GCA_900104685.1	Agromyces flavus
5386	GCA_900104705.1	Agrococcus carbonis
5387	GCA_900104715.1	Pseudomonas chlororaphis subsp. aureofaciens
5388	GCA_900104725.1	Actinoplanes derwentensis
5389	GCA_900104735.1	Pseudomonas lini
5390	GCA_900104775.1	Tsukamurella tyrosinosolvens
5391	GCA_900104805.1	Pseudomonas oryzae
5392	GCA_900104815.1	Streptomyces misionensis
5393	GCA_900104845.1	Paraburkholderia caballeronis
5394	GCA_900104875.1	Pseudomonas veronii
5395	GCA_900104885.1	Pseudomonas trivialis
5396	GCA_900104895.1	Microterricola viridarii
5397	GCA_900104905.1	Pseudomonas jessenii
5398	GCA_900104915.1	Pseudomonas cedrina subsp. cedrina
5399	GCA_900104945.1	Pseudomonas xinjiangensis
5400	GCA_900104965.1	Marmoricola scoriae
5401	GCA_900104995.1	Pseudomonas chlororaphis subsp. piscium
5402	GCA_900105005.1	Pseudomonas litoralis
5403	GCA_900105015.1	Schaalia meyeri
5404	GCA_900105025.1	Olsenella umbonata
5405	GCA_900105045.1	Brevibacterium sandarakinum
5406	GCA_900105055.1	Amycolatopsis lurida
5407	GCA_900105065.1	Friedmanniella luteola
5408	GCA_900105115.1	Pseudomonas mohnii
5409	GCA_900105155.1	Pseudomonas prosekii
5410	GCA_900105165.1	Mucilaginibacter mallensis
5411	GCA_900105185.1	Pseudomonas saponiphila
5412	GCA_900105195.1	Rhodococcus pyridinivorans
5413	GCA_900105205.1	Microbacterium hydrocarbonoxydans
5414	GCA_900105215.1	Desulfotomaculum guttoideum
5415	GCA_900105255.1	Pseudomonas sabulinigri
5416	GCA_900105285.1	Pseudomonas umsongensis
5417	GCA_900105305.1	Corynebacterium timonense
5418	GCA_900105315.1	Brevibacterium siliguriense
5419	GCA_900105335.1	Microbacterium paraoxydans
5420	GCA_900105345.1	Arthrobacter woluwensis
5421	GCA_900105355.1	Pseudomonas anguilliseptica
5422	GCA_900105375.1	Rhodococcus jostii
5423	GCA_900105385.1	Microlunatus soli
5424	GCA_900105435.1	Gordonia malaquae
5425	GCA_900105475.1	Pseudomonas asplenii
5426	GCA_900105485.1	Pseudomonas granadensis
5427	GCA_900105495.1	Pseudomonas frederiksbergensis
5428	GCA_900105505.1	Corynebacterium coyleae
5429	GCA_900105535.1	Pseudarthrobacter equi
5430	GCA_900105555.1	Pseudomonas coleopterorum
5431	GCA_900105575.1	Pseudomonas rhodesiae
5432	GCA_900105585.1	Nocardioides exalbidus
5433	GCA_900105615.1	Clostridium sphenoides
5434	GCA_900105635.1	Pseudomonas kilonensis
5435	GCA_900105655.1	Pseudomonas salegens
5436	GCA_900105675.1	Pseudomonas synxantha
5437	GCA_900105695.1	Streptomyces melanosporofaciens
5438	GCA_900105705.1	Streptomyces griseus subsp. griseus
5439	GCA_900105715.1	Microbacterium humi
5440	GCA_900105725.1	Gordonia westfalica
5441	GCA_900105735.1	Pseudomonas yamanorum
5442	GCA_900105785.1	Microlunatus okinawensis
5443	GCA_900105795.1	Pseudomonas orientalis
5444	GCA_900105805.1	Pseudomonas moraviensis
5445	GCA_900105815.1	Pseudomonas brenneri
5446	GCA_900105825.1	Pseudomonas vancouverensis
5447	GCA_900105835.1	Pseudomonas fragi
5448	GCA_900105855.1	Amycolatopsis keratiniphila subsp. nogabecina
5449	GCA_900105865.1	Arcanobacterium phocae
5450	GCA_900105885.1	Pseudomonas guangdongensis
5451	GCA_900105895.1	Atopobium minutum
5452	GCA_900105905.1	Rhodococcus koreensis
5453	GCA_900105925.1	Jiangella alkaliphila
5454	GCA_900105935.1	Pseudomonas costantinii
5455	GCA_900105945.1	Amycolatopsis tolypomycina
5456	GCA_900105955.1	Pseudomonas proteolytica
5457	GCA_900105965.1	Arthrobacter alpinus
5458	GCA_900105975.1	Pseudomonas palleroniana
5459	GCA_900105995.1	Pseudomonas pohangensis
5460	GCA_900106005.1	Pseudomonas mediterranea
5461	GCA_900106015.1	Pseudomonas sihuiensis
5462	GCA_900106025.1	Pseudomonas migulae
5463	GCA_900106035.1	Jiangella alba
5464	GCA_900106055.1	Schaalia radingae
5465	GCA_900106065.1	Pseudomonas mandelii
5466	GCA_900106085.1	Pseudomonas corrugata
5467	GCA_900106095.1	Pseudomonas deceptionensis
5468	GCA_900106515.1	Peptoniphilus lacydonensis
5469	GCA_900106525.1	Lysobacter enzymogenes
5470	GCA_900106535.1	Myxococcus xanthus
5471	GCA_900106565.1	Lutibacter oricola
5472	GCA_900106635.1	Epibacterium mobile
5473	GCA_900106665.1	Paracoccus sanguinis
5474	GCA_900106685.1	Listeria ivanovii subsp. londoniensis
5475	GCA_900106805.1	Ruegeria halocynthiae
5476	GCA_900106845.1	Romboutsia timonensis
5477	GCA_900106935.1	Sulfitobacter pontiacus
5478	GCA_900106975.1	Pseudomonas kuykendallii
5479	GCA_900106985.1	Hydrobacter penzbergensis
5480	GCA_900107035.1	Alicyclobacillus hesperidum
5481	GCA_900107105.1	Geodermatophilus africanus
5482	GCA_900107125.1	Eubacterium barkeri
5483	GCA_900107155.1	Pseudomonas salomonii
5484	GCA_900107165.1	Nitrosomonas halophila
5485	GCA_900107285.1	Acinetobacter kyonggiensis
5486	GCA_900107365.1	Flavobacterium aquidurense
5487	GCA_900107685.1	Paraburkholderia sartisoli
5488	GCA_900107795.1	Chitinophaga terrae
5489	GCA_900107815.1	Eubacterium aggregans
5490	GCA_900107885.1	Lonsdalea quercina
5491	GCA_900108005.1	Pseudomonas aestusnigri
5492	GCA_900108085.1	Algoriphagus boritolerans
5493	GCA_900108115.1	Chryseobacterium bovis
5494	GCA_900108345.1	Bacteroides ndongoniae
5495	GCA_900108425.1	Rhizobium tibeticum
5496	GCA_900108455.1	Fructobacillus pseudoficulneus
5497	GCA_900108485.1	Rheinheimera pacifica
5498	GCA_900108515.1	Halobacillus karajensis
5499	GCA_900108525.1	Chryseobacterium hominis
5500	GCA_900108565.1	Mycolicibacterium rutilum
5501	GCA_900108595.1	Pseudomonas fuscovaginae
5502	GCA_900108945.1	Paraburkholderia diazotrophica
5503	GCA_900108955.1	Flavobacterium terrigena
5504	GCA_900109075.1	Myroides marinus
5505	GCA_900109155.1	Pseudomonas oleovorans subsp. lubricantis
5506	GCA_900109175.1	Pseudomonas linyingensis
5507	GCA_900109265.1	Paraburkholderia tropica
5508	GCA_900109355.1	Nonomuraea pusilla
5509	GCA_900109605.1	Allorhizobium oryzae
5510	GCA_900109725.1	Halomonas daqiaonensis
5511	GCA_900109735.1	Pseudomonas hussainii
5512	GCA_900109755.1	Pseudomonas agarici
5513	GCA_900109845.1	Pasteurella skyensis
5514	GCA_900109855.1	Roseovarius tolerans
5515	GCA_900109955.1	Aliiroseovarius sediminilitoris
5516	GCA_900110145.1	Nitrosomonas marina
5517	GCA_900110255.1	Streptomyces rubidus
5518	GCA_900110265.1	Halomonas aquamarina
5519	GCA_900110555.1	Blastococcus endophyticus
5520	GCA_900110605.1	Chryseobacterium halperniae
5521	GCA_900110655.1	Pseudomonas soli
5522	GCA_900110745.1	Prevotella bryantii
5523	GCA_900110795.1	Pseudomonas luteola
5524	GCA_900110875.1	Pseudovibrio axinellae
5525	GCA_900110925.1	Pseudomonas cuatrocienegasensis
5526	GCA_900111075.1	Flavobacterium frigoris
5527	GCA_900111095.1	Amphritea atlantica
5528	GCA_900111225.1	Pseudomonas bauzanensis
5529	GCA_900111295.1	Salipaludibacillus aurantiacus
5530	GCA_900111385.1	Austwickia chelonae
5531	GCA_900111495.1	Chryseobacterium wanjuense
5532	GCA_900111735.1	Pseudomonas graminis
5533	GCA_900111765.1	Myxococcus fulvus
5534	GCA_900111785.1	Paracoccus halophilus
5535	GCA_900111805.1	Rhodococcus kroppenstedtii
5536	GCA_900111835.1	Pseudomonas otitidis
5537	GCA_900111895.1	Pseudomonas simiae
5538	GCA_900111965.1	Flavobacterium swingsii
5539	GCA_900112115.1	Chryseobacterium jeonii
5540	GCA_900112265.1	Pseudoalteromonas denitrificans
5541	GCA_900112305.1	Microbulbifer thermotolerans
